Time,Time Code,Country Name,Country Code,Female headed households (% of households with a female head) [SP.HOU.FEMA.ZS],"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Life expectancy at age 60, female (years) [SP.DYN.LE60.FE.IN]","Life expectancy at age 60, male (years) [SP.DYN.LE60.MA.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Population ages 0-14, female [SP.POP.0014.FE.IN]","Population ages 0-14, male [SP.POP.0014.MA.IN]","Population ages 15-19, male [SP.POP.1519.MA]","Population ages 15-19, female [SP.POP.1519.FE]","Population ages 20-24, female [SP.POP.2024.FE]","Population ages 20-24, male [SP.POP.2024.MA]","Population ages 25-29, female [SP.POP.2529.FE]","Population ages 25-29, male [SP.POP.2529.MA]","Population ages 30-34, female [SP.POP.3034.FE]","Population ages 30-34, male [SP.POP.3034.MA]","Population ages 35-39, female [SP.POP.3539.FE]","Population ages 35-39, male [SP.POP.3539.MA]","Population ages 40-44, female [SP.POP.4044.FE]","Population ages 40-44, male [SP.POP.4044.MA]","Population ages 45-49, female [SP.POP.4549.FE]","Population ages 45-49, male [SP.POP.4549.MA]","Population ages 50-54, female [SP.POP.5054.FE]","Population ages 50-54, male [SP.POP.5054.MA]","Population ages 55-59, female [SP.POP.5559.FE]","Population ages 55-59, male [SP.POP.5559.MA]","Population ages 60-64, female [SP.POP.6064.FE]","Population ages 60-64, male [SP.POP.6064.MA]",Population ages 65 and above (% of total) [SP.POP.65UP.TO.ZS],"Population ages 65 and above, female [SP.POP.65UP.FE.IN]","Population ages 65 and above, male [SP.POP.65UP.MA.IN]","Population, female [SP.POP.TOTL.FE.IN]","Population, male [SP.POP.TOTL.MA.IN]","Population, total [SP.POP.TOTL]",Rural population (% of total population) [SP.RUR.TOTL.ZS],"Rural population, female (% of total) [SP.RUR.TOTL.FE.ZS]","Rural population, male (% of total) [SP.RUR.TOTL.MA.ZS]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS],"Urban population, female (% of total) [SP.URB.TOTL.FE.ZS]","Urban population, male (% of total) [SP.URB.TOTL.MA.ZS]"
2012,YR2012,France,FRA,..,2.01,27.3664689999999,22.7787679999999,85.4,78.7,5873849,6152785,1980927,1891467,1966804,1999656,2002300,1948572,2099137,2044831,2152407,2124311,2284671,2252644,2284373,2219666,2216324,2117989,2173229,2035596,2178552,2032304,17.7116185064849,6767531,4862315,33890643,31771596,65662240,21.122,..,..,78.878,..,..
2012,YR2012,Germany,DEU,..,1.41,25.0856299999999,21.3921819999999,83.1,78.1,5222952,5528112,2139908,1971224,2363849,2543635,2429385,2563638,2433862,2506298,2303629,2352476,2952849,3033064,3423414,3529241,3168885,3207432,2757431,2696649,2482408,2364004,20.4554673178396,9429490,7021988,40939379,39486445,80425823,22.83,..,..,77.17,..,..
2012,YR2012,Greece,GRC,..,1.34,25.637402,22.2892599999999,83.4,78,789630,827513,285508,267596,296255,321448,338932,360693,411877,426742,406580,416032,425788,420072,400133,384786,380169,359059,354650,333622,328121,306330,19.9499810031062,1205468,998009,5605198,5439813,11045011,22.996,..,..,77.004,..,..
2012,YR2012,Hungary,HUN,..,1.34,22.012395,17.282081,78.7,71.6,698360,737001,296213,281430,304920,322476,300143,312414,364564,373041,411418,422653,357644,362540,309557,305001,329377,305787,413635,362810,363763,295531,17.0364832056675,1065572,624508,5200385,4719977,9920362,30.322,..,..,69.678,..,..
2012,YR2012,Iceland,ISL,..,2.04,25.393546,23.2369899999999,84.3,81.6,32475,33881,11776,11203,11743,12423,11082,11270,11155,11676,10605,10952,10123,10291,11097,10787,10660,10710,9602,9782,8142,8310,12.7743360557294,21928,19041,159816,160900,320716,6.40000000000001,..,..,93.6,..,..
2012,YR2012,Ireland,IRL,..,1.98,24.730612,22.005502,83.1,78.7,483721,506114,144345,137226,142219,141341,175477,161730,201070,193160,184138,183391,167665,168958,153728,152131,139599,138179,124264,123766,109188,109471,12.1458632285767,302585,256068,2320880,2278653,4599533,38.058,..,..,61.942,..,..
2012,YR2012,Israel,ISR,..,3.05,25.563141,23.054492,83.6,79.9,1079707,1131007,309466,296839,290944,302069,291302,299342,281485,283577,273474,272572,235134,232076,204502,199531,202079,190991,192704,178083,180817,164159,10.348788596998,460666,357975,3989651,3920849,7910500,8.04000000000001,..,..,91.96,..,..
2012,YR2012,Italy,ITA,..,1.43,26.464258,22.647711,84.8,79.8,4046043,4297646,1471038,1378722,1506458,1572628,1623914,1636997,1866425,1858299,2259363,2241826,2411606,2375786,2439851,2382918,2161341,2066441,1939619,1828848,1904830,1776327,20.9822852147782,7178128,5314665,30716299,28823419,59539717,31.316,..,..,68.684,..,..
2012,YR2012,Japan,JPN,..,1.41,28.413893,23.053421,86.41,79.94,8112590,8486230,3090124,2949194,3061043,3195342,3412541,3568262,3849653,3990432,4661743,4815637,4590383,4701469,4004320,4057866,3777323,3801341,3929952,3900288,5186113,5029856,24.6474521902233,17945151,13512146,65480007,62148992,127629000,8.852,..,..,91.148,..,..
2012,YR2012,"Korea, Rep.",KOR,..,1.297,26.359,21.457031,84.2,77.6,3682211,3948570,1866715,1667748,1544834,1765776,1698408,1844609,1914718,2004058,2021958,2086018,2167514,2206048,2077590,2115443,2066161,2068852,1618540,1587365,1205239,1150196,11.7356495326759,3472279,2419000,25137200,25062652,50199853,18.149,..,..,81.851,..,..
2012,YR2012,Latvia,LVA,..,1.44,22.716086,16.662723,78.9,68.9,144750,148563,51962,50350,70675,73282,74222,76934,65130,66300,68640,67337,72862,69069,72570,66252,81173,69975,74355,60063,71381,51371,19.0286399342435,260080,127023,1106189,928130,2034319,32.103,..,..,67.897,..,..
2012,YR2012,Lithuania,LTU,..,1.6,23.0184339999999,16.9357499999999,79.6,68.4,214982,222589,96924,94015,105430,109717,97049,101246,90217,90720,98323,93247,110715,102399,113328,103871,125009,109488,103305,85252,96663,71507,18.4678101458506,362847,188929,1611883,1375889,2987773,33.136,..,..,66.864,..,..
2012,YR2012,Luxembourg,LUX,..,1.57,25.56539,21.9252779999999,83.8,79.1,44101,46575,16314,15529,15930,16758,18357,18765,20316,20138,20062,20301,21195,22088,20805,22583,18600,19648,15897,16427,13194,13552,13.901649972813,41780,32031,265765,265181,530946,10.751,..,..,89.249,..,..
2012,YR2012,Mexico,MEX,..,2.294,22.620439,20.1610909999999,77.535,71.651,16531967,17076230,5487620,5442522,5226986,5112341,4860689,4573993,4589060,4189955,4313738,3945489,3881750,3576301,3364643,3075336,2829323,2566585,2264629,2051275,1752882,1582985,6.44426411095783,4023610,3436007,59081795,56674115,115755909,21.595,..,..,78.405,..,..
2012,YR2012,Netherlands,NLD,..,1.72,25.382541,21.989356,83,79.3,1410161,1477304,512554,490198,517574,532140,505777,513891,505514,507857,526468,524560,636800,643587,640483,653546,608957,614509,553055,554798,528350,530464,16.5110195534795,1533135,1233280,8456472,8298490,16754962,11.412,..,..,88.588,..,..
2012,YR2012,New Zealand,NZL,..,2.1,25.583065,23.0358389999999,83,79.4,443166,466208,159957,153059,154194,156526,140960,134269,140479,128381,149383,135212,166383,150626,163618,152125,157912,148640,135927,129322,121987,117406,13.6648554078541,325730,276631,2252797,2155304,4408100,13.839,..,..,86.161,..,..
2012,YR2012,Norway,NOR,..,1.85,25.58284,22.445201,83.5,79.5,451497,474007,167929,157594,163894,170909,160181,166606,160850,169556,169260,179207,182517,192862,171994,183283,158215,166504,151627,155291,141056,144362,15.5297430433133,432512,346859,2501197,2517376,5018573,20.126,..,..,79.874,..,..
2012,YR2012,Poland,POL,..,1.33,23.840297,18.724087,81.1,72.6,2792809,2943708,1142373,1092154,1318800,1371389,1549400,1596337,1539189,1584086,1420342,1458415,1196901,1218848,1177833,1182030,1396247,1354383,1510210,1392331,1337071,1152415,14.0185205131995,3303241,2032651,19634196,18428967,38063164,39.346,..,..,60.654,..,..
2012,YR2012,Portugal,PRT,..,1.28,25.711932,21.533276,83.6,77.3,761898,798556,283190,271475,285805,290001,313174,308607,375361,356819,425967,403023,401049,380958,401323,374085,383622,355927,355789,322131,339199,300855,19.2682800729817,1187559,838470,5502221,5012623,10514844,38.237,..,..,61.763,..,..
2012,YR2012,Slovak Republic,SVK,..,1.34,22.549375,17.803114,79.9,72.5,404749,426525,166116,158146,192211,199662,211008,220617,221460,233683,216633,227281,179981,184739,184436,184706,189687,185863,201376,186459,177228,152556,12.9902139534746,437220,265236,2774136,2633443,5407579,45.72,..,..,54.28,..,..
2012,YR2012,Slovenia,SVN,..,1.58,25.129711,20.7184209999999,83.3,77.1,144851,152596,51231,49020,59326,63373,68069,74778,75088,83681,73635,80389,71146,75912,77013,79675,74391,77227,74642,77503,65783,64858,16.6721111999204,206231,136741,1039195,1017964,2057159,46.892,..,..,53.108,..,..
2012,YR2012,Spain,ESP,..,1.32,27.145802,22.676739,85.5,79.5,3435867,3650082,1123706,1059546,1217119,1257519,1481274,1502665,1850331,1928191,1984484,2101025,1883945,1967558,1805196,1835551,1637597,1625307,1400165,1358753,1278874,1206792,17.4919299000709,4679208,3502302,23713604,23059451,46773055,21.098,..,..,78.902,..,..
2012,YR2012,Sweden,SWE,..,1.91,25.603822,22.751722,83.6,79.9,779673,824924,300623,282570,322684,338604,292430,308304,287906,301435,305493,316674,316774,326527,328684,341567,288388,295159,285294,288456,295064,292847,18.9014028012702,983950,815345,4768910,4750463,9519374,14.38,..,..,85.62,..,..
2012,YR2012,Switzerland,CHE,..,1.52,26.6043689999999,23.253643,84.9,80.6,582763,615253,228244,217149,243437,251489,262174,267946,274369,278709,276062,278009,309134,311174,328187,337003,292438,298830,251678,254315,231987,225877,17.2646727544099,781886,598745,4051266,3945595,7996861,26.347,..,..,73.653,..,..
2012,YR2012,Turkiye,TUR,..,2.149,23.090017,19.1731219999999,78.838,72.517,9460752,9979270,3430959,3273118,3198262,3342486,3157407,3286682,3046249,3146012,2799611,2883832,2594853,2688807,2266510,2403859,1809007,1899814,1689116,1529035,1288607,1129248,6.60748036340609,2899348,2074594,37482841,37794598,75277439,28.026,..,..,71.974,..,..
2012,YR2012,United Kingdom,GBR,..,1.92,25.1030559999999,22.357904,82.8,79.1,5483844,5754224,2009796,1912697,2122388,2154388,2182050,2162080,2130115,2119852,2039963,2013743,2311636,2265710,2365441,2306924,2136524,2098474,1866023,1820856,1858005,1786500,16.952815090638,5982082,4816898,32390769,31309446,63700215,18.163,..,..,81.837,..,..
2012,YR2012,United States,USA,..,1.8805,24.778075,21.808996,81.2,76.4,30146859,31505723,11010281,10477244,10987435,11451099,10523507,10815605,10465372,10542169,9913068,9872822,10694544,10600627,11043628,10743942,11432937,11038400,10603389,10051430,9043833,8275234,13.5844369333927,23732631,18905882,159064447,154813215,313877662,18.881,..,..,81.119,..,..
2013,YR2013,Australia,AUS,..,1.855,..,..,84.3,80.1,2130336,2246806,752590,714113,806511,840285,857343,873585,822522,828797,778721,776103,836190,817745,775845,758306,781560,764298,705166,685857,628994,615799,14.4008825109393,1786304,1544350,11623605,11504523,23128129,14.498,..,..,85.502,..,..
2013,YR2013,Austria,AUT,..,1.44,..,..,83.8,78.6,593606,625563,244012,231332,266124,275343,276012,280290,280639,283303,274657,272462,322157,319310,353069,358699,330052,331875,279210,269052,244134,227287,18.1800272396884,889312,652322,4340305,4139517,8479823,42.664,..,..,57.336,..,..
2013,YR2013,Belgium,BEL,..,1.76,..,..,83.2,78.1,925861,969078,324348,309489,347318,353323,350728,348832,365576,367645,356082,362109,385409,395123,402522,413616,400779,404780,369471,365270,332152,323057,17.8041767384111,1133932,852909,5679319,5480089,11159407,2.211,..,..,97.789,..,..
2013,YR2013,Canada,CAN,..,1.6,..,..,83.9,79.7,2785549,2922905,1113386,1044261,1173020,1239732,1185980,1211547,1208995,1202270,1167341,1153136,1188809,1185898,1286121,1294247,1376862,1383274,1257572,1247523,1072603,1044409,15.2139773305668,2932922,2404590,17680037,17402916,35082954,18.822,..,..,81.178,..,..
2013,YR2013,Chile,CHL,..,1.786,..,..,82.034,76.579,1755165,1829545,693587,664995,715986,743742,687213,706712,648637,662937,632017,640031,625107,625518,606166,597395,557197,540285,487096,467110,406702,382722,10.474388396135,1035481,798576,8821764,8688160,17509925,12.754,..,..,87.246,..,..
2013,YR2013,Colombia,COL,..,1.905,..,..,78.972,72.725,5757423,5995204,2164826,2099510,2076456,2117611,1952767,1964184,1819330,1791014,1636354,1576483,1545627,1462712,1520404,1426775,1353338,1251498,1091590,994387,837035,754984,6.59289570272718,1697710,1350709,23387544,22850386,46237930,20.939,..,..,79.061,..,..
2013,YR2013,Costa Rica,CRI,..,1.838,..,..,81.762,77.112,547593,572634,207396,198611,206641,215735,206882,214625,188711,193358,167309,168511,156265,154557,155598,153476,142914,140540,116013,112387,91745,87835,8.1853101354785,208826,183376,2387107,2404428,4791535,25.03,..,..,74.97,..,..
2013,YR2013,Czechia,CZE,..,1.46,..,..,81.3,75.2,764007,804879,253773,241298,319251,333303,343999,364123,385657,409309,455286,480396,372824,394242,344577,360253,316327,322182,366162,353777,382696,349390,17.0868707916956,1058831,737729,5350915,5163357,10514272,26.71,..,..,73.29,..,..
2013,YR2013,Denmark,DNK,..,1.67,..,..,82.4,78.3,475272,498840,183886,174847,176725,184473,161706,165473,162132,163195,184278,185008,192887,195547,210482,215696,187842,190405,176833,176361,171593,167901,18.0509705603235,554198,459351,2828795,2786137,5614932,12.708,..,..,87.292,..,..
2013,YR2013,Estonia,EST,..,1.52,..,..,81.7,72.8,100795,106642,32175,30492,42943,45992,47057,50083,44389,46801,44384,46219,45647,46119,43401,41628,48454,44114,48270,40371,46936,35223,18.1990794256217,159687,80176,702454,615543,1317997,31.878,..,..,68.122,..,..
2013,YR2013,Finland,FIN,..,1.75,..,..,84.1,78,436655,456580,161655,155465,166280,174024,165815,174792,168744,179039,162859,172156,157733,163924,183343,187419,186134,186881,190485,186235,196310,189092,19.0725502523823,595614,441736,2765437,2673534,5438972,14.875,..,..,85.125,..,..
2013,YR2013,France,FRA,..,1.99,..,..,85.6,79,5901377,6180779,1983973,1891950,1941000,1975521,1999006,1944817,2116649,2051302,2105106,2072858,2309203,2279183,2276344,2216050,2228292,2132110,2175796,2034102,2174006,2016956,18.1749858451496,6950943,5044964,34069673,31932616,66002289,20.865,..,..,79.135,..,..
2013,YR2013,Germany,DEU,..,1.42,..,..,83,78.1,5197514,5501136,2148355,1970362,2319076,2508767,2457221,2616102,2468781,2555102,2303081,2357271,2786790,2855886,3394802,3496846,3262389,3308306,2807389,2762517,2556547,2423623,20.5686904213959,9474426,7113319,40998376,39647229,80645605,22.82,..,..,77.18,..,..
2013,YR2013,Greece,GRC,..,1.29,..,..,84,78.7,783795,822047,283065,265187,286768,311855,324421,342478,403003,415773,404294,413204,417687,412218,406226,389342,380446,357322,360089,335567,326599,304581,20.2389563136873,1212908,1006337,5571423,5393788,10965211,22.645,..,..,77.355,..,..
2013,YR2013,Hungary,HUN,..,1.35,..,..,79.1,72.2,694803,733349,285209,270597,305646,322961,297968,311912,344871,352893,419931,431174,358651,364696,320760,317502,317178,296240,403301,354525,369962,301100,17.3641899737732,1080048,637806,5183716,4709367,9893082,30.047,..,..,69.953,..,..
2013,YR2013,Iceland,ISL,..,1.93,..,..,83.7,80.5,32658,33958,11597,11011,11935,12604,11094,11383,11338,11943,10512,10764,10328,10503,10935,10595,10786,10728,9877,9983,8356,8546,13.0747829253652,22560,19771,161389,162375,323764,6.367,..,..,93.633,..,..
2013,YR2013,Ireland,IRL,..,1.93,..,..,83.1,78.9,487046,508827,146430,138954,138356,139349,165449,152855,200081,189411,186294,183960,171705,171737,154886,153831,142316,140441,126359,125336,109834,109806,12.555700448393,312992,267560,2334273,2289543,4623816,37.859,..,..,62.141,..,..
2013,YR2013,Israel,ISR,..,3.03,..,..,83.9,80.3,1102233,1155253,315894,303242,292005,303673,292564,300964,284934,288491,277777,277446,245177,241871,207152,203167,202742,192080,192419,178026,184153,167652,10.5538267684577,477237,373349,4061634,3997866,8059500,7.96899999999999,..,..,92.031,..,..
2013,YR2013,Italy,ITA,..,1.39,..,..,85.2,80.3,4076686,4327677,1474079,1380164,1519044,1589568,1623509,1644498,1835500,1834694,2222170,2208978,2423595,2391448,2489530,2435159,2241726,2145400,1998149,1880838,1888486,1758548,21.3243602607445,7357899,5486605,31056458,29177490,60233948,31.021,..,..,68.979,..,..
2013,YR2013,Japan,JPN,..,1.43,..,..,86.61,80.21,8035695,8407491,3089575,2949224,3004978,3139570,3348112,3503778,3728312,3862241,4499353,4647097,4667574,4789341,4118803,4174075,3810513,3841065,3827679,3805855,4868945,4723396,25.5814882963769,18539709,14062619,65398896,62046104,127445000,8.774,..,..,91.226,..,..
2013,YR2013,"Korea, Rep.",KOR,..,1.187,..,..,84.6,78.1,3572507,3828229,1817577,1632109,1582821,1808325,1614217,1780132,1928188,2037671,1956962,2036441,2175661,2231907,2085681,2121490,2110224,2121333,1730232,1704032,1248416,1193763,12.1180072054044,3587071,2523906,25224087,25204806,50428893,18.221,..,..,81.779,..,..
2013,YR2013,Latvia,LVA,..,1.52,..,..,78.9,69.3,145045,149287,47697,45874,66788,69471,73275,76137,65445,67255,66706,65629,72186,68876,70432,64740,80193,69333,75374,61530,71106,51505,19.3160033305661,260811,127952,1093236,919411,2012647,32.075,..,..,67.925,..,..
2013,YR2013,Lithuania,LTU,..,1.59,..,..,79.6,68.5,211789,219492,91094,87742,103159,107883,96603,102036,88506,90498,94773,91378,108131,100733,110885,101811,123639,108980,107303,89006,96927,72011,18.7074818138033,364145,189164,1593602,1364087,2957689,33.014,..,..,66.986,..,..
2013,YR2013,Luxembourg,LUX,..,1.55,..,..,83.9,79.8,44741,47212,16556,15733,16288,17167,18846,19429,20883,20775,20590,20791,21218,22134,21278,23048,19272,20425,16426,17082,13572,13960,13.9751098164034,42685,33250,271532,271828,543360,10.426,..,..,89.574,..,..
2013,YR2013,Mexico,MEX,..,2.269,..,..,77.706,71.814,16490425,17028168,5478075,5420253,5280409,5173290,4906881,4652196,4634966,4252029,4369084,3995273,3980129,3664454,3460816,3166149,2930980,2654610,2366089,2136442,1839977,1659856,6.60763168614953,4182812,3567325,59862821,57427865,117290686,21.301,..,..,78.699,..,..
2013,YR2013,Netherlands,NLD,..,1.68,..,..,83.2,79.5,1398263,1465626,512970,491097,521588,536990,513420,522481,505541,509092,512144,510080,624415,627524,637394,649815,617331,623380,559093,559947,521361,522641,17.0326468552977,1576990,1285249,8478636,8325795,16804432,10.813,..,..,89.187,..,..
2013,YR2013,New Zealand,NZL,..,2.01,..,..,83.2,79.7,442482,465494,160084,152160,155980,159973,142930,136761,141646,129906,145191,131739,165775,149748,161984,150120,161202,151044,139468,132157,123242,117955,14.0712557553469,336880,288179,2268940,2173160,4442100,13.779,..,..,86.221,..,..
2013,YR2013,Norway,NOR,..,1.78,..,..,83.8,79.8,453301,475735,167911,157989,166160,174521,165422,171395,164013,173962,166994,177431,182692,193722,175782,187398,159837,168624,153102,157095,141007,143947,15.780354494689,441934,359649,2528233,2551391,5079623,19.714,..,..,80.286,..,..
2013,YR2013,Poland,POL,..,1.29,..,..,81.2,73,2781143,2932095,1095225,1045866,1279114,1331520,1500881,1547570,1559388,1604039,1454554,1493528,1231349,1254042,1157052,1162161,1332915,1296638,1510878,1397952,1371957,1184735,14.4993832457173,3399700,2115894,19624797,18415399,38040196,39.471,..,..,60.529,..,..
2013,YR2013,Portugal,PRT,..,1.21,..,..,84,77.6,749062,785883,280378,268578,281435,285820,299513,296400,361106,341921,422438,396626,405303,381354,399218,370341,387787,357616,359337,325075,341890,303119,19.6713709687053,1205209,851884,5480877,4976418,10457295,37.648,..,..,62.352,..,..
2013,YR2013,Slovak Republic,SVK,..,1.34,..,..,80.1,72.9,404149,425868,158575,150729,187971,195736,208072,216595,218518,230803,220601,232606,186240,191737,181246,181795,186670,183401,200500,186460,183078,158664,13.3627770424392,448472,274908,2776247,2637146,5413393,45.86,..,..,54.14,..,..
2013,YR2013,Slovenia,SVN,..,1.55,..,..,83.6,77.2,146514,154425,50422,48208,56618,60057,67071,73321,74168,82382,74003,81131,70597,75958,76590,79061,74379,77417,74436,76756,67881,67616,17.0364236772842,209650,141293,1040114,1019840,2059953,46.668,..,..,53.332,..,..
2013,YR2013,Spain,ESP,..,1.27,..,..,86.1,80.2,3433109,3647819,1108722,1045074,1184822,1225161,1408420,1417131,1762492,1809323,1977907,2078401,1888729,1969099,1824999,1855158,1661169,1649181,1440838,1396626,1284057,1213929,17.8847475677717,4759653,3578224,23671269,22948775,46620045,20.867,..,..,79.133,..,..
2013,YR2013,Sweden,SWE,..,1.89,..,..,83.8,80.2,794076,840258,289081,269842,328671,346170,302290,317756,291601,306163,301167,312779,315871,325127,333381,346170,291568,299144,285391,288773,288102,286399,19.1721529387916,1002241,838358,4804202,4796177,9600379,14.064,..,..,85.936,..,..
2013,YR2013,Switzerland,CHE,..,1.52,..,..,85,80.7,586918,619903,226655,215406,245158,253437,265939,271870,279932,285094,277105,279799,303671,306807,329937,338120,302061,308743,257752,261965,232389,226146,17.4864159848335,797578,616959,4093847,3995499,8089346,26.326,..,..,73.674,..,..
2013,YR2013,Turkiye,TUR,14.9,2.165,..,..,79.398,73.162,9457672,9974494,3479371,3317373,3231556,3373911,3205337,3336850,3100490,3205288,2865090,2949297,2618502,2704344,2377518,2501118,1884437,2001737,1710196,1574938,1354410,1178949,6.75568724152148,3012010,2161234,38134588,38441530,76576117,27.469,..,..,72.531,..,..
2013,YR2013,United Kingdom,GBR,..,1.83,..,..,82.9,79.2,5524338,5798570,1999103,1896725,2117836,2165380,2200554,2182580,2174179,2157513,2007928,1985423,2272330,2226881,2368346,2309862,2191503,2147795,1901547,1855682,1810863,1738782,17.3005623733784,6118173,4976379,32584323,31543950,64128273,17.898,..,..,82.102,..,..
2013,YR2013,United States,USA,..,1.8575,..,..,81.2,76.4,30186975,31561536,10886054,10389299,11087946,11560334,10620207,10955322,10583641,10704670,9944006,9931268,10610200,10535311,10838063,10603670,11423623,11047212,10806317,10289775,9147992,8442398,13.8910756761845,24395919,19508207,160034189,156025758,316059947,18.701,..,..,81.299,..,..
2014,YR2014,Australia,AUS,..,1.826,..,..,84.4,80.3,2160425,2279158,753418,716009,813533,848375,873919,884089,850572,853626,780472,778424,838821,820649,782177,760334,788366,769328,720029,697890,641384,622033,14.6647706236066,1841370,1601286,11807077,11668610,23475686,14.398,..,..,85.602,..,..
2014,YR2014,Austria,AUT,..,1.46,..,..,84,79.1,594989,627513,239067,226457,268072,278618,279401,285644,287460,290749,272275,273019,312077,307751,352086,357357,339957,342441,289248,280234,244309,227678,18.369845164421,902108,667845,4368440,4177916,8546356,42.474,..,..,57.526,..,..
2014,YR2014,Belgium,BEL,..,1.74,..,..,83.9,78.8,930289,974103,323038,307919,346221,353559,354219,352890,365924,367335,357517,362841,381093,390698,395875,407285,403669,408775,375299,371261,334614,325241,18.0157189186848,1148242,871151,5700881,5508176,11209057,2.167,..,..,97.833,..,..
2014,YR2014,Canada,CAN,..,1.61,..,..,83.9,79.8,2812485,2943548,1096358,1026936,1167562,1249114,1188771,1226046,1223900,1220434,1183807,1165319,1186605,1178054,1254269,1255560,1388488,1393398,1289062,1277285,1104605,1071784,15.6163867144073,3028794,2505253,17855282,17582153,35437435,18.782,..,..,81.218,..,..
2014,YR2014,Chile,CHL,..,1.774,..,..,82.145,76.736,1750432,1824117,679620,651798,716353,743794,700351,721139,656689,671298,636341,645381,626540,627968,611933,604436,568593,551658,500529,479958,420839,396477,10.7471696333849,1071159,829705,8911559,8775549,17687108,12.697,..,..,87.303,..,..
2014,YR2014,Colombia,COL,..,1.883,..,..,79.139,72.985,5690063,5925823,2152258,2086140,2087966,2129004,1973157,1987926,1844039,1820743,1667617,1610666,1547507,1465277,1528090,1433322,1393877,1290196,1138904,1035846,879295,791738,6.85225616285138,1780711,1417781,23617367,23060580,46677947,20.585,..,..,79.415,..,..
2014,YR2014,Costa Rica,CRI,..,1.819,..,..,81.236,76.409,544198,568974,205559,196829,205667,214635,208706,216774,193048,198176,171518,173299,157212,155728,155642,153208,146700,144224,121133,117369,95464,90933,8.44905294141751,217918,191379,2414032,2430257,4844288,24.059,..,..,75.941,..,..
2014,YR2014,Czechia,CZE,..,1.53,..,..,82,75.8,773902,815197,242392,230271,310424,325094,340651,359078,369535,392602,450467,475140,394917,417705,339976,356017,323697,331208,352823,342424,380281,348203,17.6084010720933,1088387,764958,5355330,5170017,10525347,26.616,..,..,73.384,..,..
2014,YR2014,Denmark,DNK,..,1.69,..,..,82.8,78.7,471575,495067,182588,173694,181044,189112,166809,171445,159675,161107,180760,181600,193695,195318,207362,212146,193179,196155,177238,176912,170656,166791,18.420332873062,566596,472951,2842283,2801192,5643475,12.59,..,..,87.41,..,..
2014,YR2014,Estonia,EST,..,1.54,..,..,81.9,72.4,101522,107305,31106,29473,39661,42417,47273,50595,44893,47378,44035,46049,45488,46270,43111,41636,47491,43726,48288,40812,46646,35360,18.5623943535541,162019,81992,699900,614645,1314545,31.731,..,..,68.269,..,..
2014,YR2014,Finland,FIN,..,1.71,..,..,84.1,78.4,437839,458000,158193,151865,166950,174516,165549,174184,171223,181873,166345,175956,154378,160888,179850,183921,187052,188169,188137,184427,193078,185138,19.6645133576963,613105,460875,2775371,2686141,5461512,14.825,..,..,85.175,..,..
2014,YR2014,France,FRA,..,2,..,..,86.1,79.5,5916750,6194880,2005114,1908356,1904470,1940003,2001550,1947924,2120374,2044767,2078841,2039774,2313779,2284825,2261443,2206082,2245606,2151853,2182753,2039343,2161349,1996078,18.6484201991835,7138319,5227834,34233592,32078475,66312067,20.606,..,..,79.394,..,..
2014,YR2014,Germany,DEU,..,1.47,..,..,83.6,78.7,5198346,5500443,2159368,1974578,2264342,2463255,2498855,2679180,2493629,2595904,2336694,2396161,2629991,2687256,3335294,3431401,3346050,3400442,2875958,2846138,2608015,2462284,20.743886196754,9561256,7237662,41123008,39859493,80982500,22.81,..,..,77.19,..,..
2014,YR2014,Greece,GRC,..,1.3,..,..,84.1,78.8,776489,815426,282102,263829,278120,303002,312692,327926,388430,398830,403599,411848,410767,406162,412119,393296,380657,356373,365849,337710,327565,304230,20.522461240682,1219957,1015434,5540073,5352340,10892413,22.298,..,..,77.702,..,..
2014,YR2014,Hungary,HUN,..,1.44,..,..,79.4,72.3,693937,732393,273901,259441,304819,321619,297578,314059,326408,334007,417448,428225,365543,372370,332159,330507,308558,290817,382784,336888,381857,312126,17.7269259186933,1096612,652410,5167145,4699323,9866468,29.773,..,..,70.227,..,..
2014,YR2014,Iceland,ISL,..,1.93,..,..,84.5,81.3,32787,34094,11401,10859,12104,12770,11265,11697,11427,12012,10656,10887,10469,10705,10691,10483,10879,10722,10160,10188,8581,8781,13.3695617340188,23264,20506,163141,164245,327386,6.333,..,..,93.667,..,..
2014,YR2014,Ireland,IRL,..,1.89,..,..,83.5,79.3,489277,510978,149359,141654,136321,139021,158240,146482,196464,183135,190087,185617,175871,174162,156433,155928,145535,143005,128780,127213,112602,112165,12.86913553003,322037,277374,2353302,2304438,4657740,37.66,..,..,62.34,..,..
2014,YR2014,Israel,ISR,..,3.08,..,..,84.1,80.3,1124869,1179792,323683,310749,293082,304973,293793,302508,289166,294203,280779,280907,254981,251827,211760,208074,203151,193346,193969,180024,187559,170772,10.732317829449,493320,388415,4137178,4078523,8215700,7.896,..,..,92.104,..,..
2014,YR2014,Italy,ITA,..,1.37,..,..,85.6,80.7,4087569,4337395,1483462,1387496,1514707,1589052,1624561,1651433,1805838,1810357,2162249,2152874,2429308,2399417,2513855,2460396,2331028,2235921,2053946,1932628,1887055,1754944,21.6875084436369,7531415,5652235,31329027,29460113,60789140,30.728,..,..,69.272,..,..
